gene_id	ERR337909	ERR337922	ERR337912	ERR337925	ERR337961	ERR337973	ERR337937	ERR337949
EgrG_000100200	876	716	484	399	675	597	1007	1038
EgrG_000100400	1689	1394	1069	911	1400	1337	1076	1029
EgrG_000100500	225	214	212	202	260	234	359	342
EgrG_000100600	760	627	895	721	800	706	894	1026
EgrG_000100700	9	8	0	0	0	1	1	2
EgrG_000100800	39	35	16	14	17	14	17	20
EgrG_000100900	515	456	378	269	394	347	529	557
EgrG_000101000	1277	982	1297	1190	889	781	1512	1680
EgrG_000101100	855	706	596	536	807	743	716	731
EgrG_000101200	8	7	4	11	22	13	7	5
EgrG_000101300	685	608	830	747	1210	1118	1242	1224
EgrG_000101400	22	22	15	9	8	9	31	24
EgrG_000101500	175	132	161	143	153	98	308	334
EgrG_000101600	1397	1167	3023	2582	1175	1057	1729	1698
EgrG_000101700	537	465	448	373	606	552	1035	1108
EgrG_000101800	19766	17079	10404	8767	23066	21345	16763	17363
EgrG_000101900	681	550	568	524	740	672	1161	1168
EgrG_000102000	5814	5088	8474	7228	4998	4498	6201	6510
EgrG_000102100	612	558	608	443	663	549	845	873
EgrG_000102200	803	675	1021	899	790	748	1121	1216
EgrG_000102300	649	565	387	334	136	106	508	516
EgrG_000102400	216	152	220	202	343	284	278	301
EgrG_000102500	965	845	1193	1059	694	736	943	1060
EgrG_000102600	3046	2544	2077	1763	2505	2348	3173	3343
EgrG_000102700	3426	2971	2312	2025	3253	3041	3895	3944
EgrG_000102800	46	37	9	15	17	11	29	28
EgrG_000103000	30	23	21	15	22	21	27	34
EgrG_000103100	0	1	1	1	0	0	0	1
EgrG_000103300	0	0	0	0	0	0	0	0
EgrG_000103400	1	0	0	0	0	3	0	1
EgrG_000103500	0	0	0	0	0	0	1	0
EgrG_000103600	425	365	744	628	439	417	677	715
EgrG_000103700	60	58	180	143	84	75	89	94
EgrG_0001037400	1767	1605	2126	1932	1424	1322	1926	2068
EgrG_000103800	234	211	163	137	123	110	177	147
EgrG_000103900	122	111	86	91	132	99	166	178
EgrG_000104000	87	72	92	84	48	47	112	88
EgrG_000104100	172	167	79	63	156	172	130	132
EgrG_000104300	2770	2314	2838	2278	2330	2146	2865	2900
EgrG_000104400	1580	1211	966	855	888	854	1109	1117
EgrG_000104500	399	354	183	183	380	340	392	379
EgrG_000104600	1195	1081	1275	1040	813	789	1088	1021
EgrG_000104650	192	131	177	114	186	186	306	332
EgrG_000104700	103	89	125	71	95	60	106	124
EgrG_000104800	1425	1171	1041	874	727	711	1198	1267
EgrG_000104900	3570	3137	2627	2176	2818	2548	2492	2595
EgrG_000105000	837	672	1320	1190	638	604	1122	1208
EgrG_000105100	82	66	52	23	44	39	63	60
EgrG_000105200	240	199	130	118	137	90	263	265
EgrG_000105300	497	454	261	258	271	223	317	327
EgrG_000105400	277	237	172	146	177	184	279	292
EgrG_000105500	289	271	173	139	237	212	348	337
EgrG_000105600	1005	872	615	515	966	824	1161	1272
EgrG_000105700	291	265	102	77	157	145	212	245
EgrG_000105800	103	93	72	51	81	63	85	81
EgrG_000105900	1592	1425	1752	1526	1250	1124	1577	1565
EgrG_000106000	2343	2094	4878	4192	1936	1862	2672	2788
EgrG_000106100	0	0	0	0	0	0	0	0
EgrG_000106200	713	584	750	620	920	843	1361	1430
EgrG_000106300	489	469	366	371	371	319	501	500
EgrG_000106400	175	146	111	107	372	325	125	130
EgrG_000106500	70	84	64	66	104	69	115	119
EgrG_000106600	38	31	17	14	41	32	36	38
EgrG_000106700	0	0	1	0	0	0	0	0
EgrG_000106800	48	43	41	29	55	45	48	44
EgrG_000106900	176	179	71	60	102	97	111	128
EgrG_000107000	925	730	481	420	702	654	732	772
EgrG_000107110	307	259	115	119	187	163	246	241
EgrG_000107120	119	111	55	53	51	50	106	107
EgrG_000107200	2304	1992	1050	873	1040	887	1484	1485
EgrG_000107300	155	116	165	153	181	147	260	279
EgrG_000107400	41	33	27	24	13	13	44	35
EgrG_000107600	467	416	124	114	92	82	272	264
EgrG_000107700	152	123	144	144	283	287	177	170
EgrG_000107800	486	389	284	235	603	555	325	359
EgrG_000107900	970	833	466	372	579	533	745	782
EgrG_000108100	425	398	674	613	583	524	684	658
EgrG_000108200	217	133	209	153	158	116	244	273
EgrG_000108300	128	111	164	135	101	84	139	148
EgrG_000108400	601	493	692	578	905	786	740	736
EgrG_000108450	2373	2077	2841	2489	3087	3058	2406	2528
EgrG_000108550	148	119	87	95	124	129	275	224
EgrG_000108600	1167	979	598	514	1692	1425	1059	1184
EgrG_000108700	337	256	215	214	277	248	258	278
EgrG_000108800	3997	3362	749	648	2291	2087	1654	1645
EgrG_000108900	4	5	7	4	5	6	5	6
EgrG_000109000	1	1	0	1	2	2	3	2
EgrG_000109100	1715	1448	1622	1420	883	753	1329	1298
EgrG_000109200	4486	3964	3103	2769	2671	2476	3922	4009
EgrG_000109300	453	412	779	662	334	264	400	396
EgrG_000109400	559	482	664	543	778	733	676	738
EgrG_000109500	270	250	201	193	165	119	215	212
EgrG_000109600	74	55	179	181	63	67	109	106
EgrG_000109700	93	53	115	105	62	67	96	102
EgrG_000110000	18360	15633	10069	8635	16538	15012	13029	13518
EgrG_000110300	1311	1074	392	313	759	727	445	498
EgrG_000110400	67	69	60	76	75	53	37	50
EgrG_000110500	180	149	158	132	110	110	287	276
EgrG_000110600	377	317	649	490	417	397	360	351
EgrG_000110700	236	219	270	230	275	256	322	344
EgrG_000110800	1608	1351	1305	1170	1918	1767	1645	1779
EgrG_000110900	1024	899	586	532	462	456	708	784
EgrG_000111000	419	338	286	224	275	223	290	331
EgrG_000111100	2	2	2	1	3	3	4	1
EgrG_000111210	536	442	413	350	503	431	507	542
EgrG_000111220	173	151	120	110	113	92	124	126
EgrG_000111300	0	0	0	0	0	0	0	0
EgrG_000111400	920	797	751	624	1230	1135	1263	1349
EgrG_000111500	453	426	194	185	352	344	509	471
EgrG_000111600	27	29	40	37	43	58	60	59
EgrG_000111700	37	38	34	27	51	61	38	49
EgrG_000111800	268	216	320	281	130	127	329	325
EgrG_000111900	464	417	301	259	550	511	671	667
EgrG_000112000	473	425	295	266	492	434	347	383
EgrG_000112100	624	491	540	519	717	671	743	773
EgrG_000112200	301	260	159	150	389	349	398	434
EgrG_000112300	845	732	1068	919	648	625	863	870
EgrG_000112400	2112	1888	2032	1735	1676	1485	2192	2110
EgrG_000112500	1403	1315	870	728	764	735	714	711
EgrG_000112700	0	0	0	0	0	0	1	1
EgrG_000112900	180	153	248	223	229	198	230	256
EgrG_000113000	620	535	567	518	629	591	545	618
EgrG_000113100	214	166	147	114	137	136	182	195
EgrG_000113200	1046	933	1031	894	715	646	776	892
EgrG_000113250	879	718	1086	963	649	547	909	1004
EgrG_000113300	406	312	235	188	188	157	242	234
EgrG_000113400	1371	1154	738	585	512	502	871	809
EgrG_000113500	808	741	362	332	755	702	672	690
EgrG_000113600	920	805	735	652	631	564	755	841
EgrG_000113700	4235	3621	2636	2203	3059	2853	3031	3135
EgrG_000113800	10466	8956	5310	4571	10035	9086	7788	8335
EgrG_000113900	542	461	219	178	108	101	502	484
EgrG_000114000	2142	1831	1137	1133	1916	1794	1738	1775
EgrG_000114100	4	4	1	1	5	1	3	6
EgrG_000114200	1244	1070	1047	833	943	774	2008	2035
EgrG_000114300	0	0	0	0	0	0	0	0
EgrG_000114400	107	75	22	36	116	92	103	96
EgrG_000114500	0	0	0	0	0	0	0	0
EgrG_000114700	0	0	0	0	0	0	0	0
EgrG_000114800	2	1	0	0	1	1	2	0
EgrG_000115000	150	118	128	125	117	110	83	63
EgrG_000115200	197	160	122	113	123	123	174	203
EgrG_000115300	615	530	299	248	602	507	470	453
EgrG_000115400	148	136	139	102	415	341	140	131
EgrG_000115500	1939	1688	573	466	1487	1400	1106	1148
EgrG_000115600	2109	1761	843	707	1531	1327	1292	1380
EgrG_000115700	65	48	46	35	26	38	48	56
EgrG_000115800	300	266	224	175	199	174	329	319
EgrG_000115900	349	307	285	256	242	220	423	482
EgrG_000116000	959	816	1996	1801	1588	1485	1204	1210
EgrG_000116100	802	693	601	587	918	867	667	640
EgrG_000116200	2370	1963	1162	986	1350	1292	1215	1155
EgrG_000116300	495	434	291	224	472	423	484	519
EgrG_000116400	53	36	28	35	46	48	46	44
EgrG_000116500	567	432	595	482	380	346	523	581
EgrG_000116600	237	189	167	142	159	174	341	318
EgrG_000116800	891	739	1497	1367	1016	917	1640	1672
EgrG_000116900	101	97	50	36	131	124	158	176
EgrG_000117000	701	591	449	400	588	531	391	391
EgrG_000117100	979	851	541	495	862	787	1032	1094
EgrG_000117200	368	355	914	801	550	498	725	724
EgrG_000117400	622	513	389	350	335	304	667	703
EgrG_000117500	406	314	216	201	240	227	283	350
EgrG_000117600	227	202	144	129	161	160	254	265
EgrG_000117700	373	330	223	185	291	223	341	376
EgrG_000117800	266	265	95	87	104	104	165	150
EgrG_000117900	482	437	372	323	309	241	429	437
EgrG_000118000	1107	946	1381	1178	1030	945	1139	1215
EgrG_000118100	660	589	229	203	280	222	237	243
EgrG_000118400	311	286	227	182	108	100	259	238
EgrG_000118500	1232	1072	643	565	659	596	649	614
EgrG_000118600	214	190	59	64	170	137	157	169
EgrG_000118700	456	370	387	363	369	357	494	575
EgrG_000118800	433	375	106	108	187	188	164	196
EgrG_000118900	1783	1628	1417	1234	668	588	968	971
EgrG_000119000	2209	1998	1270	1127	1387	1289	1863	1917
EgrG_000119100	190	159	99	84	131	131	89	89
EgrG_000119200	319	260	262	239	242	211	340	310
EgrG_000119300	1037	919	831	714	868	771	685	723
EgrG_000119400	394	387	303	265	477	408	530	534
EgrG_000119500	283	226	218	207	321	265	411	402
EgrG_000119600	647	620	404	350	348	333	463	486
EgrG_000119700	234	177	246	204	305	284	261	248
EgrG_000119800	298	264	178	147	291	267	141	123
EgrG_000119900	519	423	265	233	306	298	456	481
EgrG_000120000	127	104	56	72	42	44	54	71
EgrG_000120100	693	623	700	621	565	578	495	541
EgrG_000120200	2258	1906	1185	1039	1623	1495	1299	1408
EgrG_000120300	2902	2475	1832	1590	2275	2046	2800	2891
EgrG_000120400	2517	2173	1452	1278	3336	3092	3350	3483
EgrG_000120500	4606	3855	3311	2852	6420	5813	6406	6716
EgrG_000120600	441	412	357	287	391	346	484	524
EgrG_000120700	4714	4116	2645	2205	6575	6262	6690	7073
EgrG_000120800	3740	3151	3858	3315	2836	2611	4428	4513
EgrG_000120900	426	347	371	299	369	339	610	692
EgrG_000121000	706	619	415	302	428	421	585	602
EgrG_000121100	0	4	0	1	2	0	1	4
EgrG_000121200	694	604	582	455	787	690	1127	1135
EgrG_000121300	153	136	66	46	102	98	115	122
EgrG_000121400	1006	896	787	708	718	650	717	737
EgrG_000121500	293	240	198	156	223	209	245	232
EgrG_000121600	779	734	713	609	640	544	1176	1226
EgrG_000121700	422	343	388	316	318	278	466	464
EgrG_000121800	571	474	600	457	419	378	763	780
EgrG_000121900	881	801	711	654	501	510	917	896
EgrG_000122000	163	149	175	137	396	348	157	139
EgrG_000122100	5269	4511	1746	1564	2641	2495	3571	3698
EgrG_000122200	7275	6203	7026	6108	5960	5529	5403	5522
EgrG_000122300	429	360	451	428	489	439	554	567
EgrG_000122400	18	11	16	7	15	21	31	32
EgrG_000122500	695	566	596	482	241	255	817	876
EgrG_000122600	0	0	0	0	0	0	1	0
EgrG_000123100	89	64	82	66	97	90	111	121
EgrG_000123200	921	784	669	563	887	827	1268	1306
EgrG_000123300	2214	1972	2143	1849	2730	2570	2497	2528
EgrG_000123400	1802	1597	2349	2076	2439	2305	3445	3495
EgrG_000123500	670	554	736	625	537	486	479	487
EgrG_000123600	463	424	611	550	512	413	611	620
EgrG_000123700	278	255	299	246	371	364	585	594
EgrG_000123800	664	556	810	690	721	629	689	715
EgrG_000123900	1119	1011	672	595	674	637	774	823
EgrG_000124000	1351	1096	397	382	332	300	691	684
EgrG_000124100	717	638	396	335	231	208	499	523
EgrG_000124200	374	310	201	213	305	256	238	259
EgrG_000124300	689	612	311	243	481	443	606	621
EgrG_000124400	43	31	22	14	34	19	28	26
EgrG_000124500	108	93	134	122	85	78	103	97
EgrG_000124600	274	236	197	163	215	202	411	413
EgrG_000124700	117	98	57	46	112	91	108	100
EgrG_000124800	115	117	83	55	118	115	175	170
EgrG_000124900	611	514	192	181	127	106	309	315
EgrG_000125000	638	484	321	330	736	671	690	747
EgrG_000125100	740	583	717	632	799	752	891	894
EgrG_000125200	16	14	5	3	5	5	8	6
EgrG_000125300	3	3	2	1	3	5	8	4
EgrG_000125400	1	3	0	2	1	4	1	3
EgrG_000125500	1	3	5	2	2	4	4	4
EgrG_000125550	224	168	90	77	130	118	104	104
EgrG_000125600	1	2	1	0	2	1	0	1
EgrG_000125700	1096	937	644	590	681	554	1193	1227
EgrG_000125800	274	247	192	132	156	136	299	308
EgrG_000125900	2771	2482	1359	1252	1225	1105	1687	1739
EgrG_000126000	14	14	16	18	14	20	32	37
EgrG_000126100	563	445	345	296	289	286	502	472
EgrG_000126200	3	0	1	0	0	1	0	1
EgrG_000126300	8	7	4	2	9	3	7	9
EgrG_000126400	637	602	541	426	540	458	531	565
EgrG_000126500	405	364	395	302	334	302	468	446
EgrG_000126600	700	615	518	464	442	407	444	539
EgrG_000126700	1666	1415	1287	1079	1065	925	1296	1320
EgrG_000126800	236	205	155	125	189	195	303	327
EgrG_000126920	309	317	165	164	354	329	358	362
EgrG_000126930	268	213	170	166	331	284	299	299
EgrG_000127000	998	866	522	401	1293	1160	651	671
EgrG_000127100	4076	3397	2151	1694	4633	4093	3633	3760
EgrG_000127200	582	458	22	21	179	157	104	98
EgrG_000127300	1	2	0	0	0	1	3	0
EgrG_000127400	683	628	484	388	702	567	812	829
EgrG_000127500	0	0	0	1	0	0	0	0
EgrG_000127600	1037	886	429	321	270	264	552	525
EgrG_000127700	131	126	88	72	96	86	128	124
EgrG_000127800	329	307	320	302	243	228	357	376
EgrG_000127900	2486	2084	1190	1075	1972	1773	1727	1712
EgrG_000128000	1624	1424	628	517	1127	1009	968	1047
EgrG_000128100	2085	1802	1724	1453	1680	1554	1855	1823
EgrG_000128200	2115	1877	1535	1224	883	859	1682	1722
EgrG_000128300	14	11	9	10	11	8	10	22
EgrG_000128400	3	0	3	0	0	0	2	5
EgrG_000128500	357	319	285	222	323	266	360	392
EgrG_000128600	80	55	22	22	45	33	46	68
EgrG_000128800	65	55	13	22	28	35	31	23
EgrG_000128900	295	243	292	277	292	272	410	424
EgrG_000129000	37	31	51	53	49	50	56	74
EgrG_000129100	534	495	529	426	360	322	700	669
EgrG_000129200	384	316	260	243	499	446	239	250
EgrG_000129300	38	31	27	19	21	23	24	30
EgrG_000129400	1291	1147	1788	1481	1160	1040	1441	1494
EgrG_000129500	16	22	24	29	35	26	57	63
EgrG_000129600	2202	1868	1281	1050	1209	1109	1268	1289
EgrG_000129700	28	22	34	36	19	17	29	34
EgrG_000129800	57	37	74	60	29	34	73	79
EgrG_000129900	443	438	765	736	621	524	676	685
EgrG_000130000	67	39	151	111	68	56	68	77
EgrG_000130100	61	52	175	148	78	63	90	72
EgrG_000130200	164	124	121	100	302	272	155	145
EgrG_000130300	483	405	414	344	333	304	541	586
EgrG_000130400	504	448	506	474	412	435	681	717
EgrG_000130500	15	7	6	6	6	6	17	18
EgrG_000130600	167	165	137	146	149	120	223	235
EgrG_000130800	454	387	290	271	303	255	403	410
EgrG_000130900	35	18	40	37	40	50	40	30
EgrG_000131100	366	321	226	179	341	273	490	494
EgrG_000131200	26	12	34	22	29	18	30	35
EgrG_000131300	15	10	7	7	113	102	50	56
EgrG_000131350	39	36	15	13	236	177	106	86
EgrG_000131400	334	294	22	18	17	29	29	29
EgrG_000131500	959	802	554	518	678	588	626	690
EgrG_000131600	380	289	134	143	91	79	200	211
EgrG_000131700	22	12	3	8	13	12	31	24
EgrG_000131800	1054	903	850	736	667	635	916	893
EgrG_000132100	1336	1192	754	645	631	617	768	781
EgrG_000132200	0	0	0	0	0	0	0	0
EgrG_000132300	234	206	153	126	121	99	225	216
EgrG_000132400	466	396	689	646	372	345	616	653
EgrG_000132500	879	761	386	309	682	615	673	677
EgrG_000132600	3	0	3	1	3	1	4	3
EgrG_000132700	403	370	319	314	589	559	704	691
EgrG_000132800	1	4	0	1	1	0	1	1
EgrG_000133500	0	0	0	0	0	0	0	0
EgrG_000133700	87	71	87	82	75	96	174	133
EgrG_000133800	213	171	337	257	486	462	723	717
EgrG_000133900	36	52	35	27	79	67	32	30
EgrG_000134000	1	0	0	0	0	0	1	2
EgrG_000134100	0	0	0	0	1	1	0	0
EgrG_000134200	0	0	0	0	0	0	0	0
EgrG_000134300	0	0	0	0	0	0	1	3
EgrG_000134400	0	0	0	0	0	0	0	0
EgrG_000134600	9	11	1	6	9	8	17	11
EgrG_000134800	1	1	2	2	2	5	6	4
EgrG_000134900	1	2	1	0	0	2	1	1
EgrG_000135000	870	741	968	818	628	567	1031	1089
EgrG_000135200	48	46	55	60	67	45	100	91
EgrG_000135300	731	673	662	587	672	627	996	905
EgrG_000135400	180	142	159	179	471	440	160	168
EgrG_000135500	1	1	0	0	0	0	0	0
EgrG_000135600	0	0	0	1	1	0	0	2
EgrG_000135700	1257	1085	1631	1366	2177	2021	848	910
EgrG_000135800	1	1	1	0	0	0	1	0
EgrG_000135900	1416	1206	695	539	1267	1161	1189	1239
EgrG_000136000	1161	1008	570	555	729	672	885	878
EgrG_000136100	130	138	170	178	84	68	96	106
EgrG_000136200	106	97	114	83	118	96	209	233
EgrG_000136400	954	857	871	763	300	300	942	1018
EgrG_000136500	891	733	652	519	488	443	1053	1066
EgrG_000139300	0	0	0	0	0	0	0	0
EgrG_000142300	0	0	0	0	0	0	0	0
EgrG_000142400	0	0	0	0	0	0	1	0
EgrG_000142500	21649	18521	12125	10209	12214	11287	12633	12814
EgrG_000142600	442	383	220	172	230	209	370	347
EgrG_000142800	796	796	1073	829	1023	961	974	1080
EgrG_000142900	307	284	150	162	137	139	407	377
EgrG_000143000	186	178	199	163	182	175	390	433
EgrG_000143100	700	589	262	259	233	206	437	418
EgrG_000143200	391	356	297	262	274	215	378	320
EgrG_000143300	669	590	615	496	484	467	623	632
EgrG_000143400	74	73	129	76	41	42	83	117
EgrG_000143500	1665	1471	762	653	632	579	765	816
EgrG_000143600	5202	4397	2850	2294	3619	3283	3830	3975
EgrG_000143700	2041	1706	3693	3189	2739	2436	3028	3162
EgrG_000143900	367	292	482	403	567	521	544	531
EgrG_000144000	179	148	64	64	28	22	70	77
EgrG_000144100	2076	1944	969	888	2456	2206	1729	1794
EgrG_000144200	1607	1401	1186	985	1445	1281	1468	1501
EgrG_000144300	4423	3838	7101	6134	4288	3958	3568	3584
EgrG_000144350	2556	2253	4614	3879	2183	1964	1997	1966
EgrG_000144400	2855	2402	5675	4993	3236	2861	2286	2426
EgrG_000144500	1292	1178	887	789	892	842	1207	1256
EgrG_000144600	80	66	118	102	54	36	62	81
EgrG_000144700	695	601	754	570	421	383	619	652
EgrG_000144800	357	313	262	229	183	160	345	338
EgrG_000144900	3902	3354	2796	2400	3486	3040	3382	3578
EgrG_000145000	643	542	271	242	408	352	689	664
EgrG_000145100	384	318	426	338	364	347	532	574
EgrG_000145300	650	562	715	634	472	452	712	684
EgrG_000145400	630	542	448	362	432	425	401	415
EgrG_000145500	530	519	638	547	799	686	1106	1171
EgrG_000145600	260	264	527	476	376	363	517	495
EgrG_000145700	213	167	80	79	210	150	133	151
EgrG_000145800	708	604	313	256	593	559	559	579
EgrG_000145900	285	245	569	495	465	475	506	544
EgrG_000146000	0	0	0	0	0	0	0	1
EgrG_000146100	449	367	318	289	497	433	311	351
EgrG_000146150	28	23	28	21	62	44	49	79
EgrG_000146200	55	46	160	151	86	71	82	81
EgrG_000146300	222	209	422	397	416	389	452	499
EgrG_000146400	4323	3841	1621	1341	3563	3251	2172	2359
EgrG_000146500	2109	1758	1253	1043	3005	2815	2456	2560
EgrG_000146600	153	142	91	83	315	289	153	157
EgrG_000146700	1	2	2	2	11	11	0	0
EgrG_000146800	110	108	84	95	292	308	98	104
EgrG_000146900	151	144	126	102	182	155	181	173
EgrG_000147000	334	315	156	145	292	295	181	199
EgrG_000147050	571	453	244	202	434	421	357	445
EgrG_000147100	1131	1049	698	572	769	771	877	900
EgrG_000147200	431	374	453	379	338	314	493	497
EgrG_000147300	650	589	721	638	676	599	936	962
EgrG_000147400	537	460	283	226	328	321	349	408
EgrG_000147500	2	4	2	5	4	3	5	5
EgrG_000149000	569	407	314	274	282	308	316	306
EgrG_000149100	566	498	291	265	219	211	358	347
EgrG_000149200	377	355	312	273	359	332	329	353
EgrG_000149300	464	441	782	665	359	359	601	598
EgrG_000149350	806	659	400	348	461	424	428	433
EgrG_000149400	205	154	125	111	260	229	260	284
EgrG_000149500	1403	1141	804	679	797	770	1258	1264
EgrG_000149600	0	0	0	0	0	0	0	0
EgrG_000149700	674	537	356	342	210	208	330	305
EgrG_000149750	892	791	1208	1034	494	540	707	713
EgrG_000149800	5	3	3	2	4	2	3	2
EgrG_000149900	355	247	234	175	437	367	437	519
EgrG_000150000	4639	3896	2663	2300	5240	4775	4524	4748
EgrG_000150100	310	297	308	280	280	292	323	341
EgrG_000150200	356	334	727	670	609	578	506	485
EgrG_000150300	34	20	27	28	29	40	46	33
EgrG_000150400	1202	960	1145	948	754	636	977	994
EgrG_000150500	32	35	50	36	16	13	23	19
EgrG_000150600	0	0	0	0	0	0	0	0
EgrG_000150700	2	4	2	1	5	2	3	0
EgrG_000150800	35	36	31	23	46	42	65	86
EgrG_000150900	417	371	146	155	275	223	217	195
EgrG_000151000	392	320	186	133	351	287	292	245
EgrG_000151100	476	420	343	293	504	465	450	499
EgrG_000151200	247	211	217	174	133	121	192	209
EgrG_000151250	600	570	379	319	440	412	506	529
EgrG_000151300	2315	2000	2025	1713	2104	1963	2231	2233
EgrG_000151600	17094	14808	13478	11398	7372	7012	8282	8468
EgrG_000151700	4931	4239	5295	4562	2908	2533	3571	3609
EgrG_000151800	234	230	104	103	187	139	115	154
EgrG_000151900	1222	1070	1178	963	3433	3125	962	1033
EgrG_000152000	0	0	0	0	0	0	0	0
EgrG_000152100	0	0	0	0	0	0	0	0
EgrG_000153100	5	7	9	7	17	15	15	7
EgrG_000153200	4	10	5	6	72	67	7	11
EgrG_000153300	0	0	0	0	0	0	0	1
EgrG_000153400	16	15	22	17	35	22	34	36
EgrG_000153500	34	28	20	36	38	24	29	31
EgrG_000153600	74	60	73	61	58	66	81	98
EgrG_000153800	15	17	16	8	18	24	23	14
EgrG_000153900	307	262	182	163	289	266	422	388
EgrG_000154000	173	141	159	139	253	215	138	146
EgrG_000154100x	988	870	458	395	658	564	589	628
EgrG_000154200	190	175	105	101	105	101	178	182
EgrG_000154250	45	57	32	24	50	39	60	60
EgrG_000154500	129	115	132	120	182	172	345	344
EgrG_000154700	2096	1826	1096	926	1365	1240	1677	1746
EgrG_000154800	26	19	13	8	15	10	17	24
EgrG_000154900	330	248	120	111	372	337	342	347
EgrG_000155000	89	66	47	23	32	26	35	30
EgrG_000155100	1	0	0	0	0	0	1	0
EgrG_000155200	1750	1574	1143	1080	998	962	1341	1412
EgrG_000155300	4	6	5	4	37	24	22	16
EgrG_000155400	13	11	1	1	1	0	0	0
EgrG_000155500	21	21	0	0	1	0	0	0
EgrG_000155600	2995	2589	2016	1659	2588	2475	3170	3397
EgrG_000155900	88	70	73	71	30	28	81	104
EgrG_000156100	2	1	1	0	0	1	2	4
EgrG_000156200	177	135	108	101	77	81	178	227
EgrG_000156300	885	734	469	457	398	334	856	819
EgrG_000156400	4374	3724	1836	1595	3610	3233	3237	3413
EgrG_000156500	1535	1347	1081	933	1684	1528	1123	1210
EgrG_000156600	285	252	272	233	223	184	304	260
EgrG_000156700	0	0	0	1	0	0	0	0
EgrG_000156800	754	666	410	339	539	473	573	610
EgrG_000156900	87	86	42	32	87	68	93	91
EgrG_000157000	5	4	3	3	4	3	10	6
EgrG_000157100	158	147	142	115	220	223	275	316
EgrG_000157200	0	0	0	0	0	0	0	0
EgrG_000157300	0	0	0	0	0	0	0	0
EgrG_000157400	0	0	0	0	0	0	0	0
EgrG_000157500	203	186	206	182	325	284	238	282
EgrG_000157600	0	0	0	0	0	0	0	0
EgrG_000157700	0	1	0	0	0	0	0	0
EgrG_000157800	0	0	0	0	0	0	0	0
EgrG_000157900	9	7	20	12	18	12	22	15
EgrG_000157950	1241	1065	1431	1258	583	588	887	900
EgrG_000158100	429	297	512	394	353	293	382	423
EgrG_000158200	1147	966	412	356	1036	934	326	367
EgrG_000158240	5462	4452	3968	3428	3924	3585	3542	3756
EgrG_000158250	1027	884	1118	972	1826	1633	814	888
EgrG_000158300	107	85	82	54	127	97	174	171
EgrG_000158500	3114	2747	3302	2809	2927	2737	2162	2268
EgrG_000159000	27	29	14	10	12	22	2	1
EgrG_000159050	672	652	401	349	2198	2046	509	520
EgrG_000159200	977	787	378	324	1349	1255	768	800
EgrG_000159400	355	293	195	165	835	751	418	342
EgrG_000159500	381	284	492	435	309	278	403	432
EgrG_000159600	79	63	59	49	117	113	73	50
EgrG_000159700	665	657	716	608	3023	2627	641	633
EgrG_000159800	1295	1179	1096	915	397	414	858	895
EgrG_000159900	154	99	120	81	120	108	152	143
EgrG_000160100	412	340	685	563	444	440	511	459
EgrG_000160300	680	590	666	628	805	765	776	743
EgrG_000160400	136	126	105	88	113	104	123	117
EgrG_000160600	0	0	0	0	0	0	0	0
EgrG_000160800	0	0	0	0	1	2	0	0
EgrG_000160900	9	6	6	9	13	4	5	2
EgrG_000161100	34	26	80	69	64	58	77	67
EgrG_000161650	12	5	12	17	11	8	5	4
EgrG_000161700	13	15	14	11	93	86	16	17
EgrG_000161800	155	119	108	113	197	183	146	156
EgrG_000161900	660	529	783	648	1132	1045	840	786
EgrG_000162000	498	483	368	289	631	602	465	503
EgrG_000162100	140	135	136	140	199	183	124	130
EgrG_000162200	842	816	1272	1042	1201	1144	1193	1263
EgrG_000162300	154	134	261	212	254	220	157	156
